wohnflaeche;grundstueckflaeche;anz_zimmer;kategorie;keller;baujahr;energieeffizienz;zustand;kontextWert;price1;price2;priceDelta
0.01;350.01;0.5;0;0;29;0;0;-50;349000;510000;-161000
-3.04;384.0;-1.0;0;0;8;0;0;0;349000;379000;-30000
-3.17;224.0;-3.0;0;-1;1;-2;0;-100;349000;395000;-46000
-3.17;-23.0;-2.0;0;0;-14;1;0;150;349000;629000;-280000
11.0;309.0;2.0;0;-1;-4;-1;-1;0;349000;375000;-26000
-5.0;99.0;4.0;0;-1;-2;-2;0;-300;349000;649000;-300000
-9.0;311.0;3.0;0;0;-3;-1;-1;100;349000;570000;-221000
7.0;1345.0;1.0;0;1;-2;-2;0;-100;349000;342900;6100
-5.0;1586.0;-1.0;1;1;3;0;-1;0;349000;290000;59000
7.0;1111.0;1.0;0;1;-2;-2;0;150;349000;313900;35100
-5.0;75.0;-1.0;0;0;-19;-1;0;0;349000;399500;-50500
-2.5;-36.0;-3.0;0;0;-2;1;0;250;349000;465000;-116000
-5.0;52.0;-2.0;0;1;-1;1;1;-100;349000;369000;-20000
-8.92;148.0;0.0;1;0;10;1;0;0;349000;359000;-10000
4.0;-457.0;0.0;1;-2;2;-2;0;0;349000;289000;60000
2.0;240.0;-1.0;1;0;8;0;0;-200;349000;259000;90000
-0.16;-0.16;0.0;0;0;0;0;0;0;349000;319000;30000
1.45;200.0;3.0;0;1;-7;-3;0;50;349000;549000;-200000
-2.33;2.0;1.0;0;0;14;-1;0;-200;349000;239000;110000
0.0;-226.0;0.0;1;0;-7;2;0;-50;349000;395000;-46000
-30.04;-7.04;-3.0;0;0;79;2;0;50;349000;149000;200000
-30.05;-7.05;-3.0;0;0;79;2;0;50;349000;149000;200000
30.0;0.0;0.5;1;1;0;0;0;0;349000;330000;19000
30.0;0.0;0.5;1;1;0;0;0;0;349000;330000;19000
30.0;0.0;0.5;1;1;0;0;0;0;349000;350000;-1000
-4.0;-118.0;-1.0;0;0;-1;1;0;0;349000;695000;-346000
-4.0;-8.0;1.0;0;1;9;-2;0;50;349000;499000;-150000
7.0;10.0;0.0;0;0;-15;1;0;50;349000;422500;-73500
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
4.0;-7932.0;5.0;0;0;4;0;1;-100;349000;980000;-631000
-19.0;34.0;1.0;1;-1;54;1;0;350;349000;750000;-401000
-10.65;-179.0;2.0;0;1;1;-2;0;50;349000;260000;89000
3.5;-184.0;4.0;0;0;-16;-2;0;-50;349000;449000;-100000
3.15;-59.0;4.0;0;0;-18;-2;0;-100;349000;395000;-46000
-4.04;-66.0;2.0;0;1;-7;-1;0;0;349000;439000;-90000
-7.0;-42.0;1.0;0;1;15;0;0;-150;349000;599000;-250000
6.51;71.0;2.0;0;1;7;-1;0;-150;349000;389000;-40000
-0.07;-0.07;0.0;0;0;0;0;0;0;349000;349000;0
2.0;-17.0;0.0;0;-2;-3;0;0;-50;349000;299000;50000
17.0;17.0;0.0;0;0;-3;0;0;0;349000;275000;74000
-10.0;-54.0;5.0;0;2;13;1;0;350;349000;325000;24000
-10.13;-54.13;5.0;0;2;13;1;0;350;349000;325000;24000
8.0;-504.0;2.0;1;0;3;1;0;250;349000;426000;-77000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
9.0;35.0;2.0;0;0;-5;0;0;0;349000;299000;50000
0.0;0.0;0.0;0;0;0;0;0;0;349000;330000;19000
0.0;0.0;0.0;0;0;0;0;0;0;349000;330000;19000
-6.0;-10.0;-1.0;1;0;4;0;0;200;349000;389000;-40000
-1.0;150.0;4.0;1;1;21;1;0;0;349000;368000;-19000
24.0;235.0;3.0;1;1;-16;0;0;0;349000;423000;-74000
34.0;720.0;2.0;1;0;19;0;0;0;349000;295000;54000
-12.0;0.0;0.0;0;0;0;0;0;0;349000;280000;69000
-8.46;-150.0;0.0;1;0;-5;-1;0;100;349000;420000;-71000
12.0;-5808.0;1.0;0;0;5;0;0;0;349000;440000;-91000
11.0;326.0;0.0;0;0;8;2;0;0;349000;399000;-50000
-5.0;414.0;-1.0;0;0;0;2;0;-100;349000;585000;-236000
7.0;352.0;0.0;1;1;-17;2;0;50;349000;438000;-89000
-3.0;12.0;-0.5;0;0;-8;-2;0;-50;349000;350000;-1000
9.0;-76.0;0.0;0;0;-7;-1;0;-50;349000;199000;150000
2.0;-17.0;-1.0;1;0;5;-1;0;-150;349000;325000;24000
-5.23;-140.0;1.0;1;0;-1;0;0;0;349000;450000;-101000
-7.89;-55.0;-2.0;0;0;4;5;0;0;349000;389000;-40000
-4.89;47.0;-1.0;0;2;-6;2;0;-50;349000;248000;101000
-2.14;-49.0;-1.0;0;2;-6;1;-1;50;349000;254900;94100
4.43;-269.0;0.0;1;0;-1;0;-1;50;349000;246000;103000
-12.0;-30.0;-2.0;0;0;-5;-2;-1;0;349000;495000;-146000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
-16.0;241.0;0.0;0;1;-1;0;0;0;349000;210000;139000
-1.0;31.0;-1.0;0;0;-9;-2;0;-100;349000;299000;50000
-5.0;74.0;4.0;0;1;4;0;0;-50;349000;398000;-49000
-9.0;-104.0;2.0;0;1;-1;0;0;-50;349000;290000;59000
-9.07;-104.07;2.0;0;1;-1;0;0;-50;349000;290000;59000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
4.1;112.0;1.0;1;0;2;1;0;0;349000;331000;18000
-3.93;5.97;0.0;1;0;-14;-1;0;0;349000;395000;-46000
0.61;6.0;-3.0;0;1;-7;4;0;0;349000;230000;119000
-2.72;402.0;-2.0;0;2;-5;1;0;0;349000;295000;54000
9.0;485.0;0.0;0;0;7;0;0;0;349000;240000;109000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
9.0;35.0;2.0;0;0;-5;0;0;0;349000;299000;50000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
-4.0;-193.0;-0.5;0;0;0;4;0;0;349000;390000;-41000
-11.0;161.0;1.0;1;0;-3;2;0;50;349000;398000;-49000
17.0;135.0;1.0;0;1;0;-1;0;200;349000;250000;99000
8.0;-2405.0;4.0;0;0;-8;-2;0;-100;349000;459000;-110000
45.0;-65.0;4.0;0;0;-3;0;0;-100;349000;189000;160000
4.0;3093.0;0.0;1;0;20;0;0;-100;349000;429000;-80000
0.0;2638.0;1.0;0;1;-8;-3;3;0;349000;369000;-20000
20.0;2258.0;1.0;0;0;-5;-2;0;-50;349000;290000;59000
6.15;105.0;1.0;0;0;-1;-1;0;150;349000;465000;-116000
-7.85;-261.0;0.0;0;1;3;1;0;100;349000;279000;70000
-7.75;752.0;0.0;0;0;-4;0;0;0;349000;260000;89000
10.0;-32.0;0.0;1;1;-4;1;0;-100;349000;364000;-15000
-5.0;-1.0;0.0;1;-1;-6;0;-1;50;349000;368000;-19000
-2.0;-157.0;-1.0;1;1;-7;0;-1;0;349000;329000;20000
4.0;-59.0;0.0;0;-1;8;-1;0;0;349000;339000;10000
4.0;-59.0;0.0;0;-1;8;-1;0;0;349000;319000;30000
0.0;23.0;1.0;0;1;10;0;0;50;349000;449000;-100000
0.0;0.0;0.0;0;0;0;0;0;0;349000;395000;-46000
0.0;0.0;0.0;0;0;0;0;0;0;349000;395000;-46000
1.0;40.0;1.5;0;0;0;-2;0;50;349000;385000;-36000
-25.0;-33.0;-1.0;0;0;7;1;0;0;349000;494949;-145949
-3.46;139.0;0.0;0;0;-13;1;-1;0;349000;359000;-10000
-10.0;89.0;0.0;1;1;0;2;-1;0;349000;319000;30000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
4.1;112.0;1.0;1;0;2;1;0;0;349000;331000;18000
-3.93;5.97;0.0;1;0;-14;-1;0;0;349000;395000;-46000
5.59;40.0;1.0;0;0;7;5;0;-50;349000;189000;160000
1.03;-89.0;2.0;0;-1;-28;1;0;50;349000;599000;-250000
2.59;-595.0;0.0;0;1;8;2;0;100;349000;399000;-50000
0.2;0.2;0.0;0;0;0;0;0;0;349000;349000;0
4.08;18.23;0.0;0;0;-4;2;0;-300;349000;349900;-900
-1.92;1948.23;0.0;0;0;-6;4;0;50;349000;277000;72000
-1.0;-83.0;-0.5;0;-1;-18;0;0;100;349000;376000;-27000
-1.24;-83.24;-0.5;0;-1;-18;0;0;100;349000;376000;-27000
-1.27;-83.27;-0.5;0;-1;-18;0;0;100;349000;376000;-27000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
-16.0;241.0;0.0;0;1;-1;0;0;0;349000;210000;139000
-1.0;31.0;-1.0;0;0;-9;-2;0;-100;349000;299000;50000
0.07;0.07;0.0;0;0;0;0;0;0;349000;349000;0
2.07;-16.93;0.0;0;-2;-3;0;0;-50;349000;299000;50000
17.07;17.07;0.0;0;0;-3;0;0;0;349000;275000;74000
0.0;0.0;0.0;0;0;0;0;0;0;349000;385000;-36000
-6.0;-32.0;-1.0;0;1;-10;0;0;0;349000;579000;-230000
4.0;-56.0;0.0;0;-1;5;1;0;-50;349000;345000;4000
5.0;0.0;-0.5;0;0;0;2;0;100;349000;398000;-49000
8.0;52.0;-1.0;0;0;-17;2;0;0;349000;339000;10000
0.0;-84.0;2.0;0;2;-54;0;0;0;349000;675000;-326000
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
0.0;0.0;0.0;0;0;0;0;0;0;349000;349000;0
9.0;35.0;2.0;0;0;-5;0;0;0;349000;299000;50000
-1.0;-157.0;-2.0;0;-1;-4;0;0;150;349000;549000;-200000
7.0;475.0;-4.0;0;-1;4;-1;0;0;349000;479000;-130000
4.0;116.0;-1.0;1;-1;18;-1;0;-100;349000;859000;-510000
-7.0;-37.0;0.0;0;0;10;0;0;-50;349000;275000;74000
0.0;116.0;0.0;1;0;-13;-1;0;0;349000;320000;29000
0.0;43.0;-1.0;1;2;-2;-1;0;100;349000;248000;101000
-9.15;-17.0;-1.0;0;0;-6;0;0;50;349000;325000;24000
10.85;-113.0;1.0;1;-2;4;0;0;-100;349000;449000;-100000
-6.49;93.0;-1.0;1;-2;-1;1;0;-150;349000;330000;19000
0.0;-220.0;1.0;0;0;1;1;0;50;349000;419000;-70000
17.0;-44.0;2.0;0;0;-3;0;0;-150;349000;499000;-150000
5.49;-159.0;2.0;1;0;-1;1;-1;50;349000;398500;-49500
0.0;-138.0;0.0;0;0;0;0;0;0;349500;329500;20000
-0.64;-38.0;3.0;0;0;5;-2;0;-50;349500;324000;25500
-8.64;63.0;0.5;0;0;2;0;0;100;349500;332500;17000
2.0;16.0;3.0;0;0;12;2;0;50;349900;525000;-175100
0.1;1562.0;0.0;0;0;12;1;0;0;349900;260000;89900
-3.88;-18.03;0.0;0;0;4;-2;0;300;349900;349000;900
3.2;-60.0;-1.0;1;0;5;0;0;-50;349900;215000;134900
-4.0;29.0;0.0;0;0;7;0;0;150;349900;395000;-45100
6.0;129.0;-1.0;0;0;-4;0;-2;0;349900;189950;159950
-7.0;-317.0;1.5;1;0;7;-1;0;-50;349900;760000;-410100
10.0;-18.0;-2.0;1;0;0;-3;2;0;349900;399000;-49100
0.55;43.0;0.0;1;0;15;0;2;150;349900;599000;-249100
4.24;-27.0;2.0;0;-1;-5;-1;0;0;350000;310000;40000
-0.95;45.0;1.0;0;0;7;1;0;-50;350000;239000;111000
-3.0;938.0;0.5;0;0;0;0;0;0;350000;259000;91000
-1.0;-5.0;0.0;1;0;0;0;0;250;350000;290000;60000
-1.07;-5.07;0.0;1;0;0;0;0;250;350000;290000;60000
-15.0;53.0;0.0;1;0;1;0;0;-100;350000;589000;-239000
-5.0;-44.0;0.0;1;0;-1;1;-2;50;350000;249900;100100
4.0;-382.0;-6.0;1;0;-2;-3;0;0;350000;349000;1000
-5.0;44.0;-5.0;0;0;45;1;0;-150;350000;287000;63000
0.0;0.0;0.0;0;0;0;0;0;0;350000;290000;60000
1.35;94.0;-3.0;1;1;0;-1;0;-100;350000;230000;120000
6.35;203.0;-1.0;0;0;-36;1;0;50;350000;239000;111000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
12.0;144.0;1.0;0;-2;-1;-1;0;150;350000;499000;-149000
2.0;71.0;0.0;0;-1;-2;0;0;-100;350000;349000;1000
2.0;94.0;1.0;0;0;8;0;0;-50;350000;449000;-99000
2.0;94.0;1.0;0;0;8;0;0;-50;350000;449000;-99000
-7.61;-2.0;0.0;1;2;1;-2;0;0;350000;295000;55000
-7.61;-2.0;0.0;1;2;1;-2;0;0;350000;295000;55000
-3.0;-288.0;0.0;1;0;-9;0;0;0;350000;299000;51000
0.0;0.0;0.0;0;0;0;0;0;0;350000;295000;55000
-4.52;184.0;0.0;0;0;1;0;0;-50;350000;269000;81000
1.48;-32.0;0.0;0;0;4;-1;0;150;350000;299500;50500
0.0;0.0;0.0;0;0;0;0;0;0;350000;300000;50000
-8.77;-155.0;-1.0;1;-1;1;0;0;0;350000;349000;1000
6.01;26.0;0.0;1;0;-12;0;0;-50;350000;445000;-95000
0.0;0.0;0.0;0;0;0;0;0;0;350000;339000;11000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-1.0;56.0;-1.0;1;0;-3;-1;0;50;350000;319000;31000
1.44;36.0;2.0;1;0;-6;0;0;-100;350000;415000;-65000
-17.2;201.8;-4.0;0;0;-7;-1;0;-50;350000;549000;-199000
5.0;-275.0;0.5;1;0;18;2;0;0;350000;374000;-24000
18.0;-20.0;1.0;0;2;-15;-1;0;0;350000;194500;155500
26.56;50.0;-1.0;0;0;-92;1;0;-50;350000;229000;121000
0.0;-10.0;-3.0;1;1;-89;1;0;-250;350000;199000;151000
-4.0;-243.0;-1.0;0;0;21;0;-1;-50;350000;320000;30000
-6.61;-276.0;0.0;1;0;27;4;0;-150;350000;320000;30000
3.08;-188.0;1.0;1;0;17;3;-1;-150;350000;359000;-9000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-15.0;-408.0;0.0;0;0;1;2;0;-100;350000;579000;-229000
0.0;-159.0;0.0;0;0;-15;2;-1;-100;350000;549000;-199000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-15.0;-408.0;0.0;0;0;1;2;0;-100;350000;579000;-229000
0.0;-159.0;0.0;0;0;-15;2;-1;-100;350000;549000;-199000
12.0;-88.0;0.5;0;0;1;1;0;0;350000;199000;151000
3.0;-12.0;0.5;0;0;8;2;0;50;350000;349000;1000
-4.23;-26.0;1.5;0;2;-7;1;0;100;350000;350000;0
0.0;0.0;0.0;0;0;0;0;0;0;350000;330000;20000
0.0;0.0;0.0;0;0;0;0;0;0;350000;330000;20000
-30.0;0.0;-0.5;1;-1;0;0;0;0;350000;349000;1000
-6.0;5.0;1.0;0;-1;12;-2;0;0;350000;460000;-110000
-6.0;5.0;1.0;0;-1;12;-2;0;0;350000;460000;-110000
-6.0;5.0;1.0;0;-1;12;-2;0;0;350000;445000;-95000
-0.19;-0.19;0.0;0;0;0;0;0;0;350000;350000;0
4.0;-208.0;-2.0;0;-1;6;1;0;0;350000;470000;-120000
2.0;159.0;-3.0;1;-2;-1;0;0;100;350000;399000;-49000
32.0;-99.0;1.0;0;-1;-3;-1;0;0;350000;325000;25000
12.0;-58.0;-2.0;1;-1;-16;-3;0;0;350000;489000;-139000
0.0;62.0;2.0;0;-1;-25;-4;0;-100;350000;369000;-19000
-3.0;-260.0;6.0;1;-1;12;2;0;100;350000;519000;-169000
-3.0;-260.0;6.0;1;-1;12;2;0;100;350000;519000;-169000
-3.0;-260.0;6.0;1;-1;12;2;0;100;350000;519000;-169000
-5.0;16.0;2.0;0;0;11;2;0;50;350000;169000;181000
-7.74;7.0;3.0;1;0;0;0;0;-150;350000;295000;55000
-15.0;66.0;2.0;1;0;2;-1;0;-50;350000;329000;21000
5.6;17.0;-2.0;1;0;9;-1;0;-50;350000;360000;-10000
-8.4;35.0;-2.0;1;0;8;-1;0;50;350000;599000;-249000
8.6;196.0;0.0;0;0;-11;-1;0;-50;350000;299000;51000
0.0;0.0;0.0;0;0;0;0;0;0;350000;375000;-25000
4.01;-287.13;-2.0;0;0;0;-1;0;150;350000;398000;-48000
4.14;-287.0;-2.0;0;0;0;-1;0;150;350000;398000;-48000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
12.0;144.0;1.0;0;-2;-1;-1;0;150;350000;499000;-149000
0.0;0.0;0.0;0;0;0;0;0;0;350000;339000;11000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-1.0;56.0;-1.0;1;0;-3;-1;0;50;350000;319000;31000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-6.3;95.0;0.0;0;0;3;0;0;0;350000;290000;60000
-31.3;-8.0;1.0;1;0;0;0;0;0;350000;425000;-75000
-5.0;-235.0;0.0;1;0;-10;-2;0;100;350000;380000;-30000
8.0;-55.0;0.0;1;2;-75;-1;0;0;350000;595000;-245000
2.0;152.0;-2.0;1;0;-20;1;0;100;350000;332754;17246
22.0;145.0;1.0;1;-1;-4;-1;0;0;350000;549000;-199000
-2.0;505.0;-1.0;1;-1;5;0;0;-50;350000;376000;-26000
-2.24;504.76;-1.0;1;-1;5;0;0;-50;350000;376000;-26000
0.0;0.0;0.0;0;0;0;0;0;0;350000;475000;-125000
4.53;68.0;0.0;1;1;-56;0;0;-100;350000;420000;-70000
-14.73;-137.0;0.0;1;0;-59;0;0;-50;350000;389000;-39000
-1.0;-151.0;0.0;0;1;-2;-1;0;-50;350000;339000;11000
0.0;9.0;1.0;0;1;10;-1;0;50;350000;275000;75000
0.0;9.0;1.0;0;1;10;-1;0;50;350000;275000;75000
-0.41;23.0;0.0;0;0;-5;-1;-1;-50;350000;419000;-69000
-1.41;-77.0;0.0;1;0;-8;0;-1;0;350000;399000;-49000
-1.41;-77.0;0.0;1;0;-8;0;-1;0;350000;399000;-49000
8.0;-64.0;0.0;1;0;-5;-1;0;0;350000;265000;85000
7.0;7.0;-1.0;1;0;-7;-1;0;0;350000;230000;120000
-8.25;-248.0;0.0;0;0;-4;1;0;0;350000;330000;20000
0.0;0.0;0.0;0;0;0;0;0;0;350000;380000;-30000
-3.68;-21.0;0.0;0;2;0;1;0;100;350000;289000;61000
-11.68;-3.0;-1.5;0;2;0;1;0;0;350000;339900;10100
0.0;0.0;0.0;0;0;0;0;0;0;350000;398000;-48000
-5.0;22.0;2.0;0;1;-4;1;0;0;350000;499000;-149000
-5.0;22.0;2.0;0;1;-4;1;0;0;350000;499000;-149000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
12.0;144.0;1.0;0;-2;-1;-1;0;150;350000;499000;-149000
-5.88;107.0;-1.0;0;0;4;0;0;50;350000;218000;132000
-0.28;-2.0;-1.0;0;0;-3;0;2;100;350000;289000;61000
-2.0;-381.0;0.5;0;0;0;0;0;-100;350000;289000;61000
0.0;0.0;0.0;0;0;0;0;0;0;350000;350000;0
-6.3;95.0;0.0;0;0;3;0;0;0;350000;290000;60000
-31.3;-8.0;1.0;1;0;0;0;0;0;350000;425000;-75000
0.19;0.19;0.0;0;0;0;0;0;0;350000;350000;0
4.19;-207.81;-2.0;0;-1;6;1;0;0;350000;470000;-120000
2.19;159.19;-3.0;1;-2;-1;0;0;100;350000;399000;-49000
0.0;62.0;0.0;1;0;5;0;0;50;354000;289000;65000
3.68;83.0;0.0;1;-2;5;-1;0;-50;354000;380000;-26000
3.68;83.0;0.0;1;-2;5;-1;0;-50;354000;350000;4000
0.0;0.0;0.0;0;0;0;0;0;0;355000;355000;0
-4.0;-219.0;0.5;0;-2;20;0;0;0;355000;299000;56000
13.0;-174.0;1.0;0;-2;-5;0;0;-50;355000;459000;-104000
0.0;0.0;0.0;0;0;0;0;0;0;355000;355000;0
-4.0;-219.0;0.5;0;-2;20;0;0;0;355000;299000;56000
13.0;-174.0;1.0;0;-2;-5;0;0;-50;355000;459000;-104000
0.0;-70.0;0.0;0;-1;12;-1;0;0;355000;459000;-104000
3.0;-133.0;-2.0;0;0;-2;-2;0;0;355000;384000;-29000
0.0;28.0;0.5;0;-1;-4;-1;0;-150;355000;449000;-94000
0.7;2631.7;1.0;1;-1;2;-1;0;-50;358900;265000;93900
0.77;2631.77;1.0;1;-1;2;-1;0;-50;358900;265000;93900
-1.7;2913.0;1.0;0;0;-5;-2;0;50;358900;419000;-60100
0.0;70.0;2.0;1;0;10;3;0;0;359000;369000;-10000
5.0;-48.0;1.0;1;-2;7;7;0;0;359000;395000;-36000
5.0;-48.0;1.0;1;-2;7;7;0;0;359000;349000;10000
15.0;-107.0;2.0;0;-1;7;0;0;-50;359000;399000;-40000
-5.0;110.0;1.0;0;-1;-11;0;-1;0;359000;450000;-91000
1.0;-89.0;1.0;0;1;-8;1;-1;-50;359000;289000;70000
-3.5;-198.0;2.0;1;-1;8;0;0;-100;359000;729000;-370000
2.5;-376.0;2.0;1;0;-8;2;0;0;359000;469000;-110000
2.5;-376.0;2.0;1;0;-8;2;0;0;359000;424000;-65000
-1.64;123.0;-1.0;0;0;7;1;0;0;359000;380000;-21000
5.36;-153.0;0.0;0;0;6;1;0;50;359000;289000;70000
-2.64;-44.0;0.0;1;0;13;1;0;50;359000;419000;-60000
0.0;-81.0;0.5;0;2;-11;1;0;0;359000;339900;19100
4.0;-23.0;1.0;0;0;2;2;0;-50;359000;310000;49000
-8.0;20.0;0.0;1;0;1;-1;0;-50;359000;429000;-70000
0.0;0.0;0.0;0;0;0;0;0;0;359000;359000;0
10.0;19.0;0.0;0;2;-1;-2;0;0;359000;579000;-220000
10.0;19.0;0.0;0;2;-1;-2;0;0;359000;579000;-220000
0.14;948.0;-1.0;1;1;-6;0;0;-50;359000;259000;100000
19.0;121.0;-1.0;0;1;13;-1;0;50;359000;329000;30000
-5.08;-1239.0;0.0;0;2;16;0;0;-50;359000;549000;-190000
7.0;37.0;1.0;0;0;-8;-1;0;0;359000;350000;9000
7.0;46.0;2.0;0;1;2;-2;0;50;359000;275000;84000
7.0;46.0;2.0;0;1;2;-2;0;50;359000;275000;84000
-1.0;2.0;2.0;0;0;-5;-3;0;0;359000;325000;34000
8.0;-97.0;1.0;0;1;5;0;0;-100;359000;265000;94000
31.0;119.0;0.0;0;0;1;0;0;0;359000;398000;-39000
-5.0;94.0;0.0;1;-1;-24;-1;0;0;359000;319000;40000
-5.0;-18.0;0.0;1;-1;-35;0;0;-50;359000;210000;149000
5.0;-37.0;2.0;1;-2;-24;-1;0;-50;359000;279000;80000
0.0;0.0;0.0;0;0;0;0;0;0;359000;359000;0
0.0;-56.0;-2.0;0;0;10;-1;0;0;359000;296000;63000
10.0;-39.0;-2.0;0;0;5;-1;0;-50;359000;314000;45000
8.92;-148.0;0.0;1;0;-10;-1;0;0;359000;349000;10000
-14.08;-37.0;-1.0;0;0;2;-1;0;-150;359000;295000;64000
-9.69;-88.0;-1.0;0;0;10;1;1;0;359000;320000;39000
3.0;-243.0;2.0;0;1;-1;0;0;0;359000;339000;20000
4.0;-92.0;2.0;0;0;1;1;0;50;359000;350000;9000
3.0;2.0;3.0;0;0;-6;-2;0;50;359000;368000;-9000
-2.38;1709.0;0.0;1;0;1;1;0;0;359000;478000;-119000
-2.38;1709.0;0.0;1;0;1;1;0;0;359000;478000;-119000
-3.0;1742.0;0.0;1;-1;4;1;0;0;359000;290000;69000
0.0;0.0;0.0;0;0;0;0;0;0;359000;359000;0
10.0;19.0;0.0;0;2;-1;-2;0;0;359000;579000;-220000
10.0;19.0;0.0;0;2;-1;-2;0;0;359000;579000;-220000
-3.89;-27.0;-1.0;0;0;-5;0;0;100;359000;320000;39000
-5.76;-119.0;1.0;0;0;2;2;0;0;359000;379000;-20000
5.88;-179.0;1.0;0;0;8;0;0;0;359000;380000;-21000
-6.54;-50.0;0.0;1;1;13;1;0;0;359000;319000;40000
-6.54;-50.0;0.0;1;1;13;1;0;0;359000;319000;40000
-1.54;83.0;-1.0;0;2;14;0;0;100;359000;235000;124000
0.0;0.0;0.0;0;0;0;0;0;0;359000;359000;0
0.0;-56.0;-2.0;0;0;10;-1;0;0;359000;296000;63000
10.0;-39.0;-2.0;0;0;5;-1;0;-50;359000;314000;45000
3.93;-29.0;-1.0;1;0;11;0;0;0;359000;244000;115000
-2.24;-122.0;0.0;0;0;0;1;-1;0;359000;249000;110000
-1.07;21.0;1.0;0;1;5;2;0;-100;359000;219000;140000
-15.0;57.0;-2.0;0;-1;1;0;0;50;359900;399000;-39100
-3.21;-104.0;0.0;0;-1;15;3;0;0;359900;325000;34900
-3.21;-104.0;0.0;0;-1;15;3;0;0;359900;325000;34900
-3.5;-36.0;-1.0;1;0;8;3;0;-150;359900;399000;-39100
-3.5;-36.0;-1.0;1;0;8;3;0;-150;359900;449000;-89100
6.0;-261.0;-1.0;1;1;-16;0;0;50;359900;369000;-9100
1.21;-38.84;-1.0;0;-1;-12;0;-2;-50;360000;267000;93000
9.02;27.16;-3.0;0;0;14;-3;0;-100;360000;499000;-139000
9.02;27.16;-3.0;0;0;14;-3;0;-100;360000;499000;-139000
-6.85;-423.0;1.0;0;-1;10;-2;1;100;360000;559000;-199000
-6.85;-423.0;1.0;0;-1;10;-2;1;100;360000;559000;-199000
5.9;925.0;1.0;0;-2;21;-2;0;100;360000;670000;-310000
-14.0;18.0;0.0;1;0;-1;0;0;100;360000;599000;-239000
-5.6;-17.0;2.0;1;0;-9;1;0;50;360000;350000;10000
-7.01;40.99;4.0;1;0;0;-1;0;-100;360000;380000;-20000
0.0;0.0;0.0;0;0;0;0;0;0;360000;360000;0
-14.85;0.0;0.0;0;1;1;-1;0;0;360000;245000;115000
-9.21;-163.0;1.0;0;0;0;-1;0;-50;360000;325000;35000
6.34;3.0;0.0;1;-1;14;-1;0;-50;360000;295000;65000
6.34;3.0;0.0;1;-1;14;-1;0;-50;360000;295000;65000
6.34;3.0;0.0;1;-1;14;-1;0;-50;360000;295000;65000
3.0;-526.0;1.0;0;0;7;-1;0;-150;360000;387000;-27000
-10.0;-1152.0;2.5;0;1;-5;-1;0;50;360000;340000;20000
-10.0;-1152.0;2.5;0;1;-5;-1;0;50;360000;280000;80000
12.15;5333.0;0.0;1;0;-9;0;0;0;360000;499000;-139000
2.15;5093.0;0.0;1;0;2;4;-2;-50;360000;429000;-69000
-3.85;5146.0;-1.0;0;0;18;1;0;150;360000;426000;-66000
2.0;228.0;0.0;1;0;-9;0;1;0;360000;499000;-139000
2.0;63.0;2.0;1;0;-2;2;1;50;360000;295000;65000
-2.0;207.0;-1.0;0;0;7;1;1;50;360000;342000;18000
0.0;0.0;0.0;0;0;0;0;0;0;360000;360000;0
-14.85;0.0;0.0;0;1;1;-1;0;0;360000;245000;115000
-9.21;-163.0;1.0;0;0;0;-1;0;-50;360000;325000;35000
-2.0;-19.0;-1.5;1;-1;1;0;-3;50;360000;439000;-79000
0.0;-16.0;-1.0;0;-1;-13;0;-1;100;360000;449000;-89000
-23.0;-130.0;-2.0;1;-1;2;0;0;100;360000;439000;-79000
-3.0;132.0;0.0;0;-1;-12;0;1;0;364000;448000;-84000
1.0;56.0;-1.0;0;1;-1;-4;2;50;364000;539000;-175000
9.0;101.0;0.0;0;-1;-7;-2;1;0;364000;475000;-111000
8.0;-80.0;-1.0;0;1;-2;0;-1;50;364000;329000;35000
9.0;67.0;-2.0;0;1;11;-1;0;100;364000;329000;35000
9.0;67.0;-2.0;0;1;11;-1;0;100;364000;375000;-11000
-4.0;87.0;0.0;0;-2;-6;0;-1;0;364000;329000;35000
