wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;price;id;plz;street;city;district;kontextlabel;kontextWert
173.61;1091.0;7.0;einfamilienhaus;1;1961;0;3;379000;85042383;28833;Straße nicht freigegeben;Achim;Borstel;10;2950
169.0;1069.0;4.0;einfamilienhaus;2;1998;1;0;379000;55012270;26624;Weidenstieg 2;Südbrookmerland;Moordorf;5;2000
103.55;670.0;5.0;einfamilienhaus;1;1965;1;1;379000;48211521;27793;Straße nicht freigegeben;Wildeshausen;;6;2950
188.0;1146.0;6.5;einfamilienhaus;0;1991;5;1;379000;46833309;21730;Straße nicht freigegeben;Balje;;0;1850
113.0;1150.0;4.0;einfamilienhaus;0;1965;0;1;379000;18959942;27283;Straße nicht freigegeben;Verden;;10;2550
152.0;1716.0;7.0;einfamilienhaus;2;1978;5;3;379000;11297365;26802;Straße nicht freigegeben;Moormerland;Jheringsfehn;6;2100
168.0;999.0;4.0;einfamilienhaus;2;1938;4;0;379000;25750950;26789;Straße nicht freigegeben;Leer;Heisfelde;10;2450
159.76;846.0;6.0;einfamilienhaus;2;1965;2;1;379000;22537260;48488;Straße nicht freigegeben;Emsbüren;Leschede;6;2300
136.0;610.0;5.0;einfamilienhaus;1;1993;2;1;379000;34597294;21717;Straße nicht freigegeben;Fredenbeck;;1;3050
167.0;234.0;8.0;einfamilienhaus;1;1901;3;0;379000;38964324;26725;Straße nicht freigegeben;Emden;Wolthusen;9;2150
100.0;520.0;3.0;bungalow;0;2019;4;1;379000;97109907;26160;Straße nicht freigegeben;BadZwischenahnOhrwege;;6;2750
200.0;1044.0;6.0;einfamilienhaus;0;2001;5;1;379000;67825294;37574;Straße nicht freigegeben;Einbeck;Hullersen;5;1050
140.0;1182.0;6.0;einfamilienhaus;2;1965;0;1;379000;62024893;49635;Straße nicht freigegeben;Badbergen;Grothe;1;1900
133.0;629.0;4.0;mehrfamilienhaus;0;2020;5;1;379000;65630078;21385;Straße nicht freigegeben;Oldendorf;LuheWetzen;1;2750
130.19;698.0;6.0;einfamilienhaus;2;1975;3;1;379000;35040162;29356;Straße nicht freigegeben;Bröckel;;1;2300
154.87;600.0;5.0;einfamilienhaus;0;1990;4;1;379000;21763563;26209;Straße nicht freigegeben;Hatten;Streekermoor II;6;2850
136.0;610.0;5.0;einfamilienhaus;1;1993;2;1;379000;75867060;21717;Straße nicht freigegeben;Fredenbeck;;1;3050
115.0;1783.0;3.5;einfamilienhaus;2;1970;0;1;379000;43304826;31840;Straße nicht freigegeben;HessischOldendorf;;6;1550
87.7;451.0;4.0;doppelhaushälfte;2;1964;0;1;379000;32635499;21614;Straße nicht freigegeben;Buxtehude;;10;3350
150.0;763.0;6.0;einfamilienhaus;2;1981;3;1;379000;32039705;38154;Straße nicht freigegeben;KönigslutteramElm;Boimstorf;6;2550
188.0;1267.0;6.5;einfamilienhaus;0;1991;5;1;379000;80563636;21730;Straße nicht freigegeben;Balje;;0;1850
214.0;794.0;7.0;einfamilienhaus;0;1950;4;1;379000;20963150;29640;Straße nicht freigegeben;Schneverdingen;;5;3400
133.18;531.0;4.0;doppelhaushälfte;2;2003;3;1;379000;72654254;21218;Straße nicht freigegeben;Seevetal;Hittfeld;11;4250
169.0;1069.0;4.0;einfamilienhaus;2;1998;1;0;379000;88798301;26624;Weidenstieg 2;Südbrookmerland;Moordorf;5;2000
145.0;1274.0;6.5;einfamilienhaus;2;1981;5;1;379900;29484161;49835;Straße nicht freigegeben;Wietmarschen;;2;2300
140.0;893.0;4.0;einfamilienhaus;2;1959;2;1;379900;28741289;26603;Straße nicht freigegeben;Aurich;Innenstadt;5;2400
144.0;1100.0;6.0;einfamilienhaus;2;1974;0;1;380000;87701424;38471;Straße nicht freigegeben;RühenEischott;;1;2450
145.0;1300.0;4.0;einfamilienhaus;2;1967;0;1;380000;16340019;26434;Straße nicht freigegeben;Wangerland;Minsen;0;2150
111.0;994.0;4.0;doppelhaushälfte;0;2004;5;0;380000;71566623;21698;Horneburger Straße 35;Harsefeld;Issendorf;1;3300
113.0;151.0;5.0;doppelhaushälfte;0;1993;4;1;380000;27265163;28876;Straße nicht freigegeben;Oyten;;6;3050
183.01;929.01;4.0;einfamilienhaus;2;1958;2;1;380000;66467623;49413;Straße nicht freigegeben;Dinklage;;6;1950
167.0;880.0;6.0;einfamilienhaus;0;1972;3;1;380000;60317940;21789;Straße nicht freigegeben;Wingst;;0;2250
187.0;887.0;6.0;einfamilienhaus;2;1945;4;1;380000;89258839;31234;Straße nicht freigegeben;EdemissenEddesse;;2;2200
129.54;574.0;5.0;bungalow;1;1966;2;1;380000;54302371;38444;Straße nicht freigegeben;Wolfsburg;Detmerode;10;3100
97.0;641.0;6.0;einfamilienhaus;2;1937;0;3;380000;11144169;38126;Straße nicht freigegeben;BraunschweigSüdstadtRautheim;;11;3200
352.31;11249.0;12.0;mehrfamilienhaus;1;1974;2;1;380000;99159550;27616;Straße nicht freigegeben;Beverstedt;Bokel;1;1950
130.0;450.0;4.0;einfamilienhaus;1;2000;2;0;380000;91639743;26725;Straße nicht freigegeben;Emden;Wolthusen;9;2150
231.0;2016.0;7.0;mehrfamilienhaus;2;1962;0;3;380000;38957078;29640;Straße nicht freigegeben;Schneverdingen;;5;3400
125.0;724.0;4.0;bungalow;0;1998;4;1;380000;12723719;31036;Straße nicht freigegeben;Eime;;1;1700
270.0;820.0;13.0;einfamilienhaus;2;1934;1;1;380000;99360101;38272;Straße nicht freigegeben;BurgdorfBerel;;2;2000
167.0;880.0;6.0;einfamilienhaus;0;1972;2;1;380000;44675162;21789;Straße nicht freigegeben;Wingst;;0;2250
126.32;778.0;4.0;einfamilienhaus;2;1978;3;1;380000;68801405;38471;Straße nicht freigegeben;Rühen;Eischott;1;2450
195.0;1761.0;8.0;einfamilienhaus;2;1912;3;3;380000;64081078;21644;Straße nicht freigegeben;Sauensiek;Revenahe;2;3600
110.0;700.0;5.0;einfamilienhaus;2;1965;1;1;380000;40098133;28857;Straße nicht freigegeben;Syke;;6;2750
183.26;929.26;4.0;einfamilienhaus;2;1958;2;1;380000;58241073;49413;Straße nicht freigegeben;Dinklage;;6;1950
127.77;600.0;6.0;einfamilienhaus;2;1972;3;1;380000;27711630;29227;Straße nicht freigegeben;Celle;;6;2350
145.0;1300.0;4.0;einfamilienhaus;2;1967;0;1;380000;63033723;26434;Straße nicht freigegeben;Wangerland;Minsen;0;2150
120.0;1179.0;4.0;bungalow;0;1975;0;1;380000;87642586;21522;Straße nicht freigegeben;Hohnstorf;;2;1450
191.0;866.0;6.0;doppelhaushälfte;0;2006;6;1;380000;55047232;26197;Straße nicht freigegeben;Großenkneten;Ahlhorn;2;2850
165.0;1955.0;6.0;einfamilienhaus;2;2004;3;1;380000;75663396;31855;Straße nicht freigegeben;Aerzen;;1;1450
148.12;906.0;6.0;einfamilienhaus;2;1959;4;1;380000;87841773;48455;Straße nicht freigegeben;BadBentheim;Gildehaus;6;2300
195.22;1761.22;8.0;einfamilienhaus;2;1912;3;3;380000;57802337;21644;Straße nicht freigegeben;Sauensiek;Revenahe;2;3600
183.22;929.22;4.0;einfamilienhaus;2;1958;2;1;380000;96590336;49413;Straße nicht freigegeben;Dinklage;;6;1950
145.0;1300.0;4.0;einfamilienhaus;2;1967;0;1;380000;59266368;26434;Straße nicht freigegeben;Wangerland;Minsen;0;2150
205.0;1169.0;7.0;einfamilienhaus;2;1979;7;1;382000;97864476;21386;Wulfsoder Weg 23;Betzendorf;;1;2950
169.0;735.0;8.0;einfamilienhaus;1;1977;4;1;384000;50897714;27619;Straße nicht freigegeben;Schiffdorf;;5;2150
221.0;604.0;4.0;einfamilienhaus;2;1969;2;1;384000;23319451;27389;Im Heidhorn  6;Lauenbrück;;1;2550
180.0;2599.0;5.0;bungalow;2;1972;1;1;384500;14443608;27637;Straße nicht freigegeben;WursterNordseeküste;Nordholz;0;2350
208.0;2179.0;5.0;doppelhaushälfte;0;1991;3;3;385000;33322122;21423;Straße nicht freigegeben;Winsen;LuheBahlburg;2;3650
176.0;982.0;8.0;einfamilienhaus;1;1911;2;1;385000;10871670;26441;Straße nicht freigegeben;Jever;;9;2100
96.0;466.0;3.0;einfamilienhaus;0;1974;1;1;385000;51130704;26125;Straße nicht freigegeben;Oldenburg;Oldenburg;10;3550
154.0;744.0;5.0;einfamilienhaus;1;1979;4;1;385000;37147709;26689;Straße nicht freigegeben;Apen;Vreschen-Bokel;5;2150
225.0;3017.0;8.0;einfamilienhaus;2;1978;3;1;385000;82211648;29451;Straße nicht freigegeben;Dannenberg;Schmarsau;0;1900
149.0;753.0;5.5;einfamilienhaus;2;1983;3;1;385000;72816919;38465;Straße nicht freigegeben;Brome;;1;2350
201.0;849.0;5.0;einfamilienhaus;2;1981;2;0;385000;85043377;31246;Straße nicht freigegeben;Ilsede;Groß Lafferde;10;2050
110.0;350.0;4.0;doppelhaushälfte;0;1999;4;0;385000;81513582;28879;Straße nicht freigegeben;Grasberg;;1;2450
163.23;579.5;4.0;einfamilienhaus;0;1996;4;1;385000;58352819;26389;Straße nicht freigegeben;WilhelmshavenAldenburg;;9;2150
125.0;13506.0;4.0;einfamilienhaus;1;1955;1;1;385000;28954379;21789;Straße nicht freigegeben;Wingst;;0;2250
178.0;575.0;7.0;doppelhaushälfte;0;1973;3;1;385000;84200066;28816;Straße nicht freigegeben;Stuhr;Moordeich;11;3000
188.0;1072.0;5.0;bungalow;2;1965;2;1;385000;69308475;31241;Straße nicht freigegeben;Ilsede;Ölsburg;10;1900
223.0;867.0;9.0;einfamilienhaus;1;1952;2;1;387000;61882953;49413;Straße nicht freigegeben;Dinklage;;6;1950
217.0;907.0;7.0;einfamilienhaus;1;2008;2;1;387000;45844092;26188;Straße nicht freigegeben;Edewecht;;5;2500
230.0;788.0;7.0;einfamilienhaus;1;1955;1;0;388000;33107976;26607;Straße nicht freigegeben;Aurich;Sandhorst;5;2400
139.6;763.0;4.0;einfamilienhaus;1;1973;4;1;388000;50090898;26419;Straße nicht freigegeben;Schortens;Grafschaft;9;2050
139.6;763.0;4.0;einfamilienhaus;1;1973;4;1;388000;39310783;26419;Straße nicht freigegeben;Schortens;Grafschaft;9;2050
125.0;3582.0;4.0;einfamilienhaus;1;1957;1;0;389000;19411333;27308;Straße nicht freigegeben;Kirchlinteln;Hohenaverbergen;2;2000
149.0;1020.0;6.0;einfamilienhaus;2;1974;0;3;389000;93042149;21423;Straße nicht freigegeben;Winsen;Pattensen;2;3650
220.0;1400.0;8.0;mehrfamilienhaus;2;1980;1;3;389000;15676403;26624;Alter Postweg 2;Südbrookmerland;Victorbur;5;2000
210.0;2283.0;7.0;einfamilienhaus;1;1976;2;0;389000;45219279;26670;Straße nicht freigegeben;UplengenOltmannsfehn;;1;2050
190.0;11664.0;7.0;einfamilienhaus;1;2010;2;3;389000;84262430;26607;Straße nicht freigegeben;AurichMiddels;Langefeld;5;2400
130.0;879.0;5.0;einfamilienhaus;1;1972;1;1;389000;65213273;27607;Straße nicht freigegeben;Geestland;Langen;1;2200
203.0;749.0;8.0;mehrfamilienhaus;2;1974;1;1;389000;88850576;49419;Straße nicht freigegeben;Wagenfeld;;1;1800
245.0;17052.0;8.0;mehrfamilienhaus;2;1940;0;1;389000;50098906;31603;Straße nicht freigegeben;Diepenau;Lavelsloh;1;1600
181.0;1080.0;7.0;einfamilienhaus;1;1956;0;0;389000;70375897;49594;Straße nicht freigegeben;AlfhausenHeeke;;2;2150
184.0;1000.0;6.0;mehrfamilienhaus;1;1952;4;1;389000;44584665;49846;Straße nicht freigegeben;Hoogstede;;1;1900
120.38;747.0;5.0;einfamilienhaus;1;1978;0;1;389000;92829768;49565;Straße nicht freigegeben;Bramsche;Schleptrup;6;2300
179.0;677.0;8.0;einfamilienhaus;0;1998;6;1;389000;53004885;49733;Straße nicht freigegeben;Haren;EmsFehndorf;5;2000
146.0;519.0;8.0;einfamilienhaus;2;1984;3;1;389000;70283647;48529;Boekelostrasse 23;Nordhorn;;6;2300
140.0;681.0;6.0;einfamilienhaus;2;1990;3;3;389000;99775335;21680;Straße nicht freigegeben;Stade;;9;3050
150.0;618.0;8.0;einfamilienhaus;1;1958;2;1;389000;10809223;26506;Straße nicht freigegeben;Norden;Süderneuland II;4;2850
97.49;377.0;4.0;einfamilienhaus;0;2007;3;1;389000;44870803;26127;Straße nicht freigegeben;Oldenburg;Alexandersfeld;10;3600
171.71;778.0;6.0;mehrfamilienhaus;2;1983;3;1;389000;89623635;49596;Straße nicht freigegeben;Gehrde;;2;1950
150.0;676.0;7.0;einfamilienhaus;1;1984;4;0;389000;27626882;26802;Straße nicht freigegeben;Moormerland;Warsingsfehn;6;2100
116.0;383.0;4.0;einfamilienhaus;0;2015;6;1;389000;10431181;49757;Straße nicht freigegeben;Werlte;;1;2200
210.0;2283.0;7.0;einfamilienhaus;1;1976;2;0;389000;89559329;26670;Straße nicht freigegeben;UplengenOltmannsfehn;;1;2050
140.0;9620.0;6.0;einfamilienhaus;1;1900;1;3;389000;85387210;49163;Straße nicht freigegeben;Bohmte;Hunteburg;6;1800
190.0;11664.0;7.0;einfamilienhaus;1;2010;2;3;389000;75087864;26607;Straße nicht freigegeben;AurichMiddels;Langefeld;5;2400
120.38;747.0;5.0;einfamilienhaus;1;1978;0;1;389000;32358550;49565;Straße nicht freigegeben;Bramsche;Schleptrup;6;2300
260.0;730.0;7.0;mehrfamilienhaus;2;1986;4;1;390000;91918120;31185;Straße nicht freigegeben;SöhldeHoheneggelsen;;2;1650
310.0;954.0;11.0;mehrfamilienhaus;2;1939;1;1;390000;31821829;31061;Straße nicht freigegeben;Alfeld;Leine;9;1400
183.6;1200.0;7.0;mehrfamilienhaus;1;1988;1;1;390000;73829368;28870;Straße nicht freigegeben;OttersbergGrasdorf;;2;2500
165.0;902.0;5.0;einfamilienhaus;1;1997;3;1;390000;58672229;49688;Straße nicht freigegeben;Lastrup;Kneheim;1;2000
167.29;1241.0;6.0;einfamilienhaus;1;1976;3;1;390000;13949822;26316;Straße nicht freigegeben;Varel;Winkelsheide;6;2150
128.0;749.0;5.5;doppelhaushälfte;2;1928;0;1;390000;28623929;31275;Straße nicht freigegeben;Lehrte;;11;3100
293.12;3693.12;7.0;einfamilienhaus;0;1824;2;1;390000;28678785;27330;Straße nicht freigegeben;Asendorf;;1;1500
148.0;798.0;4.0;bungalow;0;1997;4;1;390000;73314637;29439;Straße nicht freigegeben;Lüchow;Wendland;0;1450
377.0;460.0;8.0;einfamilienhaus;1;1780;5;1;390000;35377002;37191;Straße nicht freigegeben;KatlenburgLindau;Wachenhausen;1;1650
116.41;507.0;4.5;einfamilienhaus;2;1938;0;3;390000;49915976;38104;Vor dem Holze 3;Braunschweig;Südstadt;11;3250
124.26;348.0;5.0;doppelhaushälfte;1;1933;0;0;394900;79941660;49082;Straße nicht freigegeben;OsnabrückSutthausen;;11;3200
138.03;620.03;6.0;einfamilienhaus;2;1974;2;1;395000;65693351;28832;Straße nicht freigegeben;Achim;Uesen;10;2950
155.0;760.0;7.0;einfamilienhaus;1;1997;6;1;395000;61465938;28832;Straße nicht freigegeben;AchimBaden;;10;2950
120.0;1201.0;6.0;mehrfamilienhaus;2;1958;0;3;395000;63431204;49191;Straße nicht freigegeben;Belm;;6;2300
198.45;1060.0;6.0;bungalow;2;1974;3;1;395000;89167881;27308;Straße nicht freigegeben;Kirchlinteln;Luttum;2;2000
150.0;793.0;7.0;einfamilienhaus;2;1983;1;1;395000;88665676;26605;Straße nicht freigegeben;Aurich;Wallinghausen;5;2400
155.0;862.0;6.0;einfamilienhaus;0;2022;2;1;395000;35152976;26624;Straße nicht freigegeben;SüdbrookmerlandUthwerdum;;5;2000
190.0;678.0;7.0;bungalow;2;1975;2;1;395000;42584216;49716;Straße nicht freigegeben;Meppen;Bokeloh;5;2500
83.64;2470.0;4.0;einfamilienhaus;2;1978;8;1;395000;23244760;30900;Straße nicht freigegeben;Wedemark;Bissendorf;6;3450
187.0;1151.0;8.0;mehrfamilienhaus;1;1954;0;3;395000;78971291;31241;Straße nicht freigegeben;Ilsede;Groß Ilsede;10;1900
185.0;2070.0;7.0;einfamilienhaus;2;1954;5;0;395000;93610397;26446;Straße nicht freigegeben;Friedeburg;;1;1850
118.0;791.0;4.0;einfamilienhaus;1;2010;3;0;395000;56697461;27356;Buchenweg 8;Rotenburg;;5;2800
230.0;1044.0;5.0;einfamilienhaus;0;1999;5;1;395000;90567854;28879;Straße nicht freigegeben;Grasberg;;1;2450
118.0;368.0;4.0;doppelhaushälfte;0;2005;3;0;395000;50589998;31228;Straße nicht freigegeben;Peine;Vöhrum;10;2200
198.75;1060.3;6.0;bungalow;2;1974;3;1;395000;46310408;27308;Straße nicht freigegeben;Kirchlinteln;Luttum;2;2000
110.0;1200.0;3.0;bungalow;2;1963;0;1;395000;61775149;38176;Straße nicht freigegeben;Wendeburg;Neubrück;6;2150
149.95;1172.0;6.0;einfamilienhaus;0;1987;5;1;395000;46467063;49824;Straße nicht freigegeben;Laar;Agterhorn;5;2100
208.0;3151.0;7.0;einfamilienhaus;1;1935;3;0;395000;88981853;49838;Straße nicht freigegeben;Handrup;;1;2150
258.54;837.0;7.0;einfamilienhaus;0;1988;2;1;395000;64422992;21709;Straße nicht freigegeben;Düdenbüttel;;0;2750
143.33;810.0;4.0;einfamilienhaus;2;1964;2;1;395000;40979351;28844;Straße nicht freigegeben;Weyhe;Kirchweyhe;10;3000
156.04;2395.0;4.0;einfamilienhaus;2;1956;0;3;395000;73346347;38539;Straße nicht freigegeben;Müden;Aller;2;1850
157.85;619.0;5.0;einfamilienhaus;2;1975;2;1;395000;67216665;37154;Straße nicht freigegeben;Northeim;;6;1800
230.0;2000.0;9.0;einfamilienhaus;2;1966;3;1;395000;70456805;31020;Straße nicht freigegeben;Salzhemmendorf;Benstorf;1;1400
150.0;793.0;7.0;einfamilienhaus;2;1983;1;1;395000;94523145;26605;Straße nicht freigegeben;Aurich;Wallinghausen;5;2400
198.75;1060.3;6.0;bungalow;2;1974;3;1;395000;29696954;27308;Straße nicht freigegeben;Kirchlinteln;Luttum;2;2000
130.0;2066.0;4.5;einfamilienhaus;2;2000;6;1;395000;56183302;29308;Straße nicht freigegeben;Winsen;Aller;5;2250
198.63;1060.18;6.0;bungalow;2;1974;3;1;395000;93045724;27308;Straße nicht freigegeben;Kirchlinteln;;2;2000
204.0;1285.0;7.0;doppelhaushälfte;2;2019;5;1;395000;92011001;31246;Straße nicht freigegeben;Ilsede;Adenstedt;10;2050
320.0;926.0;10.0;einfamilienhaus;2;2001;2;1;395000;54807481;38678;Daniel-Flach-Straße 8;ClausthalZellerfeld;;9;1200
144.12;943.0;5.5;einfamilienhaus;0;1993;2;1;395000;27746018;26419;Straße nicht freigegeben;Schortens;Sillenstede;9;2050
143.33;810.0;4.0;einfamilienhaus;2;1964;2;1;395000;21761630;28844;Straße nicht freigegeben;Weyhe;Kirchweyhe;10;3000
177.0;515.0;10.0;einfamilienhaus;0;1994;4;1;395000;69203907;38120;Straße nicht freigegeben;BraunschweigTimmerlah;;11;3250
175.0;800.0;5.0;einfamilienhaus;0;2020;4;1;395000;80080611;26209;Straße nicht freigegeben;HattenSandkrug;Sandkrug I;6;2850
242.11;654.11;10.0;einfamilienhaus;2;1911;3;1;396000;81044553;31191;Straße nicht freigegeben;Algermissen;Lühnde;10;2050
242.16;654.16;10.0;einfamilienhaus;2;1911;3;1;396000;50983962;31191;Straße nicht freigegeben;Algermissen;Lühnde;10;2050
235.0;580.0;7.0;einfamilienhaus;1;1979;2;1;397000;65303250;26524;Straße nicht freigegeben;Hage;;8;2100
199.0;15950.0;10.0;mehrfamilienhaus;1;1956;0;0;397000;47919617;49824;Gramsbergener Strasse 26;Laar;;5;2100
140.0;1088.0;8.0;einfamilienhaus;2;1965;0;1;397000;99464398;38518;Straße nicht freigegeben;Gifhorn;;10;2700
140.0;1088.0;8.0;einfamilienhaus;2;1965;0;1;397000;45031423;38518;Straße nicht freigegeben;Gifhorn;;10;2700
180.0;867.0;7.0;einfamilienhaus;0;1977;3;1;397000;17050958;27777;Straße nicht freigegeben;Ganderkesee;Stenum;10;2600
182.0;700.0;6.0;bungalow;0;1976;4;0;397200;94533794;26553;Straße nicht freigegeben;Dornum;Nesse;0;2400
178.42;666.3;7.0;mehrfamilienhaus;2;1984;4;1;398000;65665486;31582;Straße nicht freigegeben;NienburgWeser;Erichshagen;9;2100
254.0;1483.0;10.0;mehrfamilienhaus;1;1965;0;3;398000;81893492;49152;Straße nicht freigegeben;BadEssen;Lintorf;6;2550
160.0;835.0;6.0;einfamilienhaus;2;1982;4;1;398000;41831355;21702;Straße nicht freigegeben;Ahlerstedt;Kakerbeck;1;2600
379.0;1128.0;18.0;mehrfamilienhaus;2;1995;4;1;398000;43799256;31061;Straße nicht freigegeben;Alfeld;Leine;9;1400
136.0;1047.0;6.0;einfamilienhaus;2;1999;2;1;398000;94669064;38448;Straße nicht freigegeben;Wolfsburg;Velstove;10;3100
144.0;956.0;3.0;bungalow;0;1996;6;3;398000;73996542;27374;Straße nicht freigegeben;Visselhövede;;1;1900
140.0;1007.0;6.0;einfamilienhaus;1;1975;3;1;398000;84925062;27404;Straße nicht freigegeben;Zeven;;1;2500
188.0;904.0;6.0;einfamilienhaus;2;1981;1;1;398000;24448525;29683;Straße nicht freigegeben;BadFallingbostel;;6;2050
137.0;1080.0;8.0;einfamilienhaus;2;1959;0;1;398000;66378369;29336;Straße nicht freigegeben;Nienhagen;;10;2650
140.0;486.0;6.5;einfamilienhaus;2;1938;0;1;398000;71887039;27753;Straße nicht freigegeben;Delmenhorst;Deichhorst;10;2650
215.86;2560.0;6.0;einfamilienhaus;2;1973;2;1;398000;41416036;29556;Straße nicht freigegeben;Suderburg;Räber;0;2000
195.0;712.0;7.0;einfamilienhaus;1;1921;3;1;398000;39688457;26316;Hagenstraße 17;Varel;;6;2150
135.0;395.0;4.0;mehrfamilienhaus;2;1931;2;1;398000;87378828;21680;Straße nicht freigegeben;Stade;;9;3050
119.0;731.0;4.0;einfamilienhaus;1;1885;2;0;398000;56748440;31139;Straße nicht freigegeben;Hildesheim;Moritzberg;10;2900
130.0;733.0;4.0;einfamilienhaus;2;1950;0;1;398000;89503283;29223;Straße nicht freigegeben;Celle;Lachtehausen;6;2350
220.0;903.0;8.0;einfamilienhaus;0;2017;4;1;398000;54199859;27432;Straße nicht freigegeben;BremervördeNiederOchtenhausen;;0;200
91.0;771.0;3.0;bungalow;2;1977;1;3;398000;57653428;21339;Straße nicht freigegeben;Lüneburg;Lüne-Moorfeld;10;3950
236.0;1000.0;6.0;einfamilienhaus;2;1966;2;3;398000;47467846;31303;Straße nicht freigegeben;Burgdorf;Beinhorn;6;3150
290.0;1100.0;12.0;villa;1;1907;0;3;398000;91196894;27305;Vilser Schulstraße 3;BruchhausenVilsen;;1;2100
180.0;1265.0;4.0;bungalow;2;1978;2;1;398000;10770189;29640;Straße nicht freigegeben;Schneverdingen;;5;3400
215.99;2560.13;6.0;einfamilienhaus;2;1973;2;1;398000;24437409;29556;Straße nicht freigegeben;Suderburg;Räber;0;2000
146.5;613.0;5.5;einfamilienhaus;2;1995;1;3;398000;40764809;21271;Straße nicht freigegeben;Hanstedt;;2;3500
136.86;552.0;5.0;einfamilienhaus;0;1994;2;1;398000;99561424;26180;Straße nicht freigegeben;Rastede;;6;2700
178.12;666.0;7.0;mehrfamilienhaus;2;1984;4;1;398000;64679609;31582;Straße nicht freigegeben;NienburgWeser;Erichshagen;9;2100
150.0;1550.0;5.0;einfamilienhaus;1;1994;3;1;398000;87163695;21640;Straße nicht freigegeben;Nottensdorf;;5;3050
173.72;999.0;6.5;einfamilienhaus;2;1976;1;1;398000;70113624;21449;Straße nicht freigegeben;Radbruch;;2;3600
149.0;1087.0;4.0;bungalow;2;1969;1;1;398000;19160951;28816;Straße nicht freigegeben;Stuhr;Groß Mackenstedt;11;3000
120.0;580.0;3.0;einfamilienhaus;0;1999;4;1;398000;13477998;48455;Straße nicht freigegeben;BadBentheim;Gildehaus;6;2300
205.51;735.0;6.0;bungalow;0;1998;3;1;398500;68993689;26904;Straße nicht freigegeben;Börger;;1;2300
160.0;859.0;6.0;mehrfamilienhaus;2;1980;5;1;398500;62016610;26789;Straße nicht freigegeben;Leer;Loga;10;2450
160.0;859.0;6.0;mehrfamilienhaus;2;1980;5;1;398500;18181574;26789;Straße nicht freigegeben;Leer;Loga;10;2450
160.0;859.0;6.0;mehrfamilienhaus;2;1980;5;1;398500;24172559;26789;Straße nicht freigegeben;Leer;Loga;10;2450
190.0;520.0;7.0;mehrfamilienhaus;1;1981;4;0;399000;97784290;49661;Straße nicht freigegeben;Cloppenburg;;9;2500
120.0;800.0;5.0;doppelhaushälfte;2;1935;0;1;399000;18184258;38112;Straße nicht freigegeben;Braunschweig;Rühme;11;3250
220.0;880.0;9.0;mehrfamilienhaus;2;2016;5;0;399000;27271197;26388;Straße nicht freigegeben;WilhelmshavenFedderwardergroden;;9;2150
170.0;980.0;6.0;einfamilienhaus;1;2009;3;0;399000;55628767;29229;Straße nicht freigegeben;Celle;Groß Hehlen;6;2350
279.0;4020.0;9.0;mehrfamilienhaus;0;1915;0;1;399000;46890097;27619;Straße nicht freigegeben;Schiffdorf;Wehdel;5;2150
177.35;1003.0;8.0;einfamilienhaus;2;1984;2;1;399000;71112887;38468;Straße nicht freigegeben;EhraLessien;;1;2650
87.7;451.0;4.0;doppelhaushälfte;2;1964;0;1;399000;16916397;21614;Straße nicht freigegeben;Buxtehude;;10;3350
165.54;1301.0;5.0;einfamilienhaus;1;1996;0;3;399000;33489482;31848;Straße nicht freigegeben;BadMünderamDeister;;6;1750
273.0;1595.0;9.0;mehrfamilienhaus;0;1902;3;1;399000;60442066;29614;Straße nicht freigegeben;Soltau;Ahlften;5;2500
144.0;534.0;5.0;einfamilienhaus;0;2007;5;1;399000;77386683;48465;Straße nicht freigegeben;Samern;;2;2100
180.0;1300.0;7.0;mehrfamilienhaus;1;1997;1;3;399000;88535565;29320;Straße nicht freigegeben;Südheide;Beckedorf;0;2250
112.0;700.0;5.0;einfamilienhaus;2;1957;1;1;399000;31400639;27721;Straße nicht freigegeben;Ritterhude;;10;2850
645.06;400.06;12.0;mehrfamilienhaus;0;1914;1;1;399000;41959324;31840;Straße nicht freigegeben;HessischOldendorf;;6;1550
187.0;988.0;7.0;einfamilienhaus;1;1960;0;3;399000;89327550;38542;Straße nicht freigegeben;Leiferde;;2;2450
155.0;932.0;5.0;einfamilienhaus;2;1971;4;1;399000;19817856;27612;Straße nicht freigegeben;LoxstedtBexhövede;;6;1900
215.0;798.0;10.0;mehrfamilienhaus;2;1979;4;1;399000;37081279;29683;Straße nicht freigegeben;BadFallingbostel;;6;2050
171.0;798.0;6.0;einfamilienhaus;2;1962;0;3;399000;90308608;30900;Straße nicht freigegeben;Wedemark;Hellendorf;6;3450
270.0;861.0;10.0;mehrfamilienhaus;2;1956;4;1;399000;84090598;31698;Straße nicht freigegeben;Lindhorst;;10;1500
160.0;1000.0;4.0;einfamilienhaus;2;1976;1;1;399000;10895359;29336;Straße nicht freigegeben;Nienhagen;;10;2650
211.64;878.0;5.0;mehrfamilienhaus;0;2004;4;1;399000;26255258;26556;Straße nicht freigegeben;Schweindorf;;0;2100
300.0;2800.0;10.0;mehrfamilienhaus;0;1986;4;1;399000;70376294;27259;Straße nicht freigegeben;Wehrbleck;;1;1550
138.42;804.0;5.0;einfamilienhaus;2;1979;3;1;399000;61586944;37115;Straße nicht freigegeben;Duderstadt;;5;1500
450.0;1200.0;24.0;mehrfamilienhaus;2;1969;2;1;399000;91310643;37619;Straße nicht freigegeben;Hehlen;;5;1250
